peak_Player-additional,peak_Age,peak_G,peak_GS,peak_MP,peak_FG,peak_FGA,peak_FG%,peak_3P,peak_3PA,peak_3P%,peak_2P,peak_2PA,peak_2P%,peak_FT,peak_FTA,peak_FT%,peak_ORB,peak_DRB,peak_TRB,peak_AST,peak_STL,peak_BLK,peak_TOV,peak_PF,peak_PTS,peak_ORtg,peak_DRtg,peak_AST_2_TOV,peak_AST_2_FG,peak_PPP,peak_Season,peak_PER,peak_TS%,peak_3PAr,peak_FTr,peak_ORB%,peak_DRB%,peak_TRB%,peak_AST%,peak_STL%,peak_BLK%,peak_TOV%,peak_USG%,peak_OWS,peak_DWS,peak_WS,peak_WS/48,peak_OBPM,peak_DBPM,peak_BPM,peak_VORP,peak_Dist.,peak_2P_prop,peak_0-3_prop,peak_3-10_prop,peak_10-16_prop,peak_16-3P_prop,peak_3P_prop,peak_2P_fg%,peak_0-3_fg%,peak_3-10_fg%,peak_10-16_fg%,peak_16-3P_fg%,peak_3P_fg%,peak_2P_%astd,peak_3P_%astd,peak_dunk_%FGA,peak_dunk_#,peak_corner_%3PA,peak_corner_3P%,peak_heave_Att.,peak_heave_#
joneste01,23.33,54.33,35.67,25.93,9.0,17.6,0.51,0.7,2.47,0.3,8.27,15.17,0.55,3.33,5.53,0.61,3.6,8.67,12.27,2.13,1.27,2.6,1.9,3.43,22.07,112.0,104.0,1.13,0.12,1.01,2014.33,17.83,0.55,0.14,0.31,8.1,18.77,13.5,7.13,1.27,4.07,8.6,19.37,2.23,1.97,4.2,0.14,0.53,0.4,0.93,1.13,7.33,0.86,0.47,0.29,0.04,0.05,0.14,0.55,0.7,0.39,0.28,0.28,0.3,0.63,0.97,0.12,64.33,0.16,0.11,0.33,0.0
jonesty01,24.0,78.33,18.67,21.12,6.8,15.2,0.45,2.33,6.23,0.37,4.5,8.97,0.5,2.03,2.4,0.83,0.57,4.37,4.93,9.37,2.4,0.13,1.73,1.83,17.93,122.0,111.67,5.59,0.63,0.99,2020.0,15.53,0.55,0.41,0.17,1.27,9.87,5.53,26.07,2.4,0.27,10.07,15.67,3.03,1.7,4.8,0.14,0.53,0.83,1.37,1.4,15.27,0.59,0.14,0.2,0.2,0.05,0.41,0.5,0.63,0.45,0.48,0.42,0.37,0.34,0.85,0.0,0.67,0.25,0.43,0.67,0.0
jordade01,28.33,73.0,56.33,29.38,7.37,10.6,0.7,0.0,0.03,0.12,7.37,10.57,0.7,3.53,7.17,0.52,6.1,15.63,21.73,2.33,1.07,2.63,2.33,4.3,18.27,128.0,101.33,0.95,0.22,1.13,2016.33,20.9,0.66,0.0,0.68,13.87,33.83,24.07,7.17,1.07,4.4,14.57,14.33,5.87,4.07,9.93,0.21,1.97,1.13,3.07,2.83,1.33,1.0,0.88,0.11,0.0,0.0,0.0,0.7,0.74,0.39,0.33,0.17,0.08,0.72,0.0,0.49,206.0,0.0,0.0,0.0,0.0
jordami01,38.5,71.0,60.0,35.92,13.25,30.9,0.43,0.3,1.2,0.24,12.95,29.7,0.44,5.8,7.2,0.81,1.3,7.6,8.85,6.8,2.2,0.7,3.65,3.1,32.6,100.0,104.0,1.86,0.22,0.87,2001.5,20.0,0.48,0.04,0.23,2.75,16.45,9.55,25.95,2.2,0.95,9.65,32.35,2.05,2.75,4.75,0.09,2.5,-0.05,2.4,2.75,13.75,0.96,0.13,0.1,0.32,0.42,0.04,0.44,0.61,0.33,0.43,0.42,0.24,0.48,0.79,0.01,20.5,0.08,0.46,0.0,0.0
josepco01,22.0,58.33,14.0,15.3,6.93,14.43,0.48,0.67,2.17,0.32,6.3,12.33,0.51,3.47,4.37,0.8,1.63,4.83,6.47,6.63,1.83,0.63,2.5,3.83,18.0,112.33,103.67,2.66,0.46,0.95,2013.0,14.57,0.55,0.15,0.3,3.77,10.47,7.2,19.03,1.83,0.9,13.23,16.83,1.57,1.2,2.77,0.14,-0.47,1.13,0.63,0.7,10.73,0.85,0.35,0.18,0.11,0.22,0.15,0.51,0.64,0.46,0.42,0.4,0.32,0.47,0.92,0.0,0.0,0.58,0.36,1.67,0.0
kabenmf01,23.0,39.0,0.0,7.18,5.8,15.7,0.37,2.3,8.8,0.26,3.5,6.9,0.51,2.8,3.5,0.8,2.1,8.5,10.6,3.0,1.4,2.3,2.6,6.3,16.8,97.0,111.0,1.15,0.19,0.85,2020.0,9.5,0.49,0.56,0.22,4.7,19.4,12.0,8.7,1.4,4.1,13.3,17.7,-0.2,0.3,0.2,0.03,-4.3,0.1,-4.3,-0.2,16.1,0.44,0.27,0.09,0.06,0.02,0.56,0.51,0.67,0.38,0.2,0.0,0.26,0.5,0.92,0.1,9.0,0.26,0.23,0.0,0.0
kamanch01,26.67,69.33,48.67,29.64,8.77,17.3,0.51,0.0,0.03,0.0,8.77,17.27,0.51,3.9,5.17,0.75,4.5,12.4,16.9,2.23,0.8,2.7,3.87,5.03,21.43,102.33,101.67,0.57,0.13,0.91,2008.67,16.6,0.55,0.0,0.31,10.0,26.57,18.4,7.37,0.8,3.87,16.6,20.7,1.1,3.23,4.33,0.1,-1.0,0.63,-0.4,0.8,6.03,1.0,0.41,0.34,0.15,0.1,0.0,0.51,0.61,0.45,0.4,0.4,0.0,0.59,0.0,0.05,30.33,0.0,0.0,1.0,0.0
kaminfr01,27.0,43.33,4.33,12.6,7.87,16.57,0.48,2.63,7.2,0.37,5.2,9.4,0.56,3.53,4.77,0.74,2.13,9.23,11.37,5.37,1.0,0.93,1.97,4.57,21.87,121.0,113.33,2.95,0.34,1.06,2020.0,15.97,0.59,0.44,0.28,4.83,21.0,12.9,15.33,1.0,1.7,9.73,18.4,0.97,0.53,1.5,0.13,1.0,0.47,1.47,0.43,14.37,0.56,0.25,0.22,0.06,0.03,0.44,0.56,0.72,0.46,0.39,0.22,0.37,0.79,1.0,0.03,5.0,0.12,0.2,0.0,0.0
kanteen01,25.33,67.0,26.0,21.34,11.37,20.0,0.57,0.07,0.53,0.09,11.27,19.47,0.58,4.93,6.33,0.78,7.2,12.03,19.23,2.53,1.03,1.4,3.3,4.97,27.73,120.33,106.33,0.8,0.13,1.06,2017.33,23.37,0.61,0.02,0.31,16.23,26.77,21.5,8.7,1.03,2.53,12.77,22.83,4.03,1.9,5.93,0.2,2.7,-0.9,1.8,1.4,4.43,0.98,0.61,0.25,0.06,0.05,0.02,0.58,0.65,0.49,0.32,0.43,0.09,0.49,0.67,0.04,23.0,0.21,0.02,0.33,0.0
kaponja01,23.33,63.0,17.33,18.4,8.07,18.8,0.43,2.9,6.17,0.47,5.17,12.6,0.41,2.3,2.73,0.85,1.43,4.6,5.97,2.07,1.37,0.17,2.1,4.6,21.3,105.33,109.0,1.04,0.11,0.97,2004.33,11.93,0.54,0.33,0.15,3.0,10.0,6.47,6.83,1.37,0.23,9.9,19.03,1.27,0.73,2.0,0.07,-0.6,-1.23,-1.83,0.17,17.77,0.67,0.09,0.05,0.16,0.37,0.33,0.41,0.55,0.23,0.37,0.42,0.47,0.75,0.94,0.0,0.0,0.43,0.45,0.0,0.0
kasunma01,24.5,36.5,0.0,7.76,7.3,15.75,0.46,0.0,0.05,0.0,7.3,15.7,0.47,4.0,6.0,0.67,6.75,10.0,16.75,0.95,0.8,1.35,3.75,14.9,18.6,100.0,105.5,0.25,0.06,0.84,2004.5,10.45,0.51,0.0,0.39,15.45,21.95,18.75,2.95,0.8,1.85,17.05,19.2,0.1,0.3,0.45,0.07,-5.9,-1.5,-7.4,-0.35,2.25,1.0,0.73,0.19,0.06,0.01,0.0,0.47,0.56,0.2,0.21,0.5,0.0,0.6,0.0,0.15,11.5,0.0,0.0,0.0,0.0
kellyry01,23.0,49.0,19.67,19.67,5.33,14.17,0.38,1.4,4.93,0.27,3.9,9.23,0.42,3.8,4.9,0.78,1.43,7.6,9.0,3.13,1.27,1.27,1.7,4.87,15.83,101.33,110.67,1.9,0.23,0.88,2014.0,10.5,0.49,0.36,0.34,3.03,16.83,9.73,9.5,1.27,1.93,9.57,15.93,0.53,0.43,1.0,0.04,-2.43,-0.33,-2.77,-0.13,14.5,0.64,0.2,0.16,0.14,0.14,0.36,0.42,0.6,0.33,0.29,0.41,0.27,0.67,0.96,0.03,9.67,0.22,0.34,0.67,0.0
kempsh01,32.5,77.0,30.0,18.55,7.15,16.8,0.42,0.0,0.1,0.0,7.15,16.75,0.43,4.05,5.3,0.77,4.25,9.1,13.4,2.0,2.0,1.2,3.35,7.75,18.4,96.5,102.0,0.59,0.12,0.82,2001.5,11.9,0.48,0.01,0.31,9.25,20.5,14.75,6.2,2.0,1.75,14.95,19.35,0.15,1.85,1.95,0.07,-3.65,-0.25,-3.95,-0.7,9.7,0.99,0.43,0.07,0.1,0.4,0.01,0.43,0.5,0.24,0.32,0.41,0.0,0.71,0.0,0.04,16.5,0.62,0.0,0.0,0.0
kennalu01,25.0,64.0,14.67,23.09,7.37,15.63,0.47,4.6,9.9,0.46,2.8,5.77,0.48,1.4,1.53,0.89,0.57,5.5,6.03,3.73,1.07,0.27,1.7,3.1,20.77,121.33,114.33,2.21,0.24,1.16,2021.0,13.0,0.64,0.64,0.1,1.23,12.0,6.73,10.83,1.07,0.43,9.53,16.13,2.2,1.33,3.53,0.11,0.57,-0.3,0.27,0.87,20.2,0.36,0.07,0.09,0.12,0.09,0.64,0.48,0.64,0.47,0.44,0.43,0.46,0.64,0.89,0.0,0.0,0.21,0.47,0.67,0.33
kerrst01,36.5,70.0,0.0,12.31,6.65,14.65,0.45,2.25,5.75,0.39,4.35,8.95,0.48,2.2,2.35,0.93,0.55,3.2,3.8,4.15,1.2,0.15,1.85,3.05,17.65,114.5,107.0,2.27,0.28,1.0,2001.5,11.85,0.56,0.39,0.16,1.2,6.95,4.15,12.45,1.2,0.15,10.35,15.05,1.4,0.65,2.0,0.11,-0.35,-0.25,-0.6,0.3,19.65,0.61,0.03,0.05,0.13,0.39,0.39,0.48,0.58,0.4,0.63,0.45,0.39,0.58,0.9,0.0,0.0,0.2,0.43,0.5,0.0
khryavi01,23.0,44.67,19.33,14.99,5.77,13.6,0.43,0.27,1.17,0.23,5.5,12.4,0.45,3.13,4.73,0.66,3.83,7.83,11.63,3.5,2.0,1.03,3.37,9.23,14.93,96.33,104.67,1.03,0.25,0.78,2005.0,10.0,0.48,0.09,0.34,8.5,16.97,12.8,10.43,2.0,1.4,17.63,16.43,0.07,0.6,0.67,0.05,-4.33,0.67,-3.67,-0.3,11.53,0.91,0.36,0.08,0.09,0.38,0.09,0.45,0.65,0.33,0.27,0.34,0.23,0.78,0.67,0.1,16.67,0.31,0.22,0.67,0.0
kiddgmi01,21.33,66.0,65.0,27.36,6.47,13.7,0.47,0.0,0.17,0.11,6.43,13.53,0.48,4.0,5.83,0.7,3.53,8.7,12.27,2.23,1.4,1.37,1.77,4.23,16.97,107.67,104.0,1.37,0.16,0.94,2014.33,13.8,0.52,0.01,0.43,7.63,19.13,13.27,7.0,1.4,2.3,9.8,16.07,1.73,2.5,4.23,0.11,-1.87,0.77,-1.1,0.43,7.6,0.99,0.51,0.14,0.08,0.26,0.01,0.48,0.6,0.29,0.37,0.34,0.07,0.7,0.67,0.07,31.67,0.37,0.0,0.67,0.0
kiddja01,30.33,75.67,75.33,37.04,7.9,19.7,0.4,2.27,6.67,0.34,5.63,13.03,0.43,4.63,5.67,0.82,1.77,7.77,9.53,12.7,2.83,0.4,4.43,2.47,22.67,106.0,97.33,2.95,0.65,0.85,2003.33,20.37,0.51,0.35,0.28,3.87,17.13,10.43,42.0,2.83,0.6,16.6,23.2,4.27,5.27,9.53,0.16,3.67,1.9,5.57,5.4,16.03,0.65,0.21,0.05,0.11,0.28,0.35,0.43,0.53,0.35,0.38,0.4,0.34,0.41,0.86,0.0,0.67,0.17,0.36,5.33,0.67
kilpase01,27.0,51.0,8.33,19.08,8.9,21.5,0.42,3.17,9.53,0.33,5.73,11.93,0.48,5.1,5.83,0.88,0.67,5.63,6.3,3.37,1.07,0.27,3.0,2.9,26.1,103.0,113.33,1.11,0.16,0.96,2016.0,13.43,0.54,0.44,0.27,1.4,12.6,7.0,11.3,1.07,0.43,11.2,24.17,0.4,0.47,0.83,0.04,-0.33,-2.07,-2.43,-0.07,14.93,0.56,0.25,0.14,0.07,0.1,0.44,0.48,0.61,0.36,0.37,0.4,0.33,0.49,0.8,0.01,3.0,0.27,0.35,3.0,0.0
kinseta01,23.0,49.0,7.5,12.84,6.75,14.8,0.45,1.05,2.95,0.34,5.7,11.85,0.48,5.25,6.3,0.83,1.75,4.55,6.25,2.1,2.55,0.05,3.35,4.8,19.75,104.5,107.5,0.69,0.14,0.94,2007.0,12.0,0.56,0.21,0.44,4.05,10.0,7.1,6.25,2.55,0.05,16.05,18.35,0.4,0.4,0.75,0.08,-2.75,0.15,-2.6,-0.05,13.15,0.79,0.27,0.11,0.12,0.29,0.21,0.48,0.61,0.32,0.5,0.4,0.34,0.48,0.92,0.05,8.5,0.57,0.43,0.5,0.0
kirilan01,23.0,62.67,59.33,35.92,7.77,16.67,0.47,1.0,3.13,0.32,6.77,13.57,0.5,7.67,10.1,0.76,3.77,7.53,11.3,5.43,2.57,4.73,4.0,3.6,24.17,112.0,100.0,1.36,0.33,0.96,2004.0,22.57,0.57,0.19,0.61,8.3,17.2,12.7,17.87,2.57,7.27,15.93,21.23,4.53,3.77,8.33,0.18,4.63,3.23,7.9,5.53,9.63,0.81,0.48,0.08,0.07,0.18,0.19,0.5,0.62,0.33,0.3,0.34,0.32,0.57,0.92,0.11,71.33,0.1,0.32,0.33,0.0
kittlke01,28.0,76.33,73.67,32.13,8.63,18.7,0.46,1.97,5.33,0.37,6.67,13.37,0.5,2.47,3.23,0.77,1.3,4.9,6.17,4.27,2.57,0.73,1.83,2.63,21.73,109.67,99.33,2.4,0.23,0.99,2002.0,16.37,0.54,0.28,0.17,2.77,10.63,6.7,14.07,2.57,1.07,8.3,18.97,3.7,3.93,7.67,0.15,1.37,1.57,2.97,2.97,13.87,0.72,0.3,0.06,0.08,0.27,0.28,0.5,0.66,0.29,0.37,0.41,0.37,0.79,0.92,0.06,48.67,0.11,0.44,1.67,0.0
klebima01,28.0,65.0,26.33,24.51,5.37,11.9,0.45,2.9,7.67,0.38,2.43,4.23,0.55,1.73,2.07,0.85,2.5,7.53,10.03,2.37,0.9,1.97,1.43,4.33,15.3,120.0,111.33,1.72,0.2,1.07,2019.0,12.43,0.6,0.65,0.17,5.57,16.47,11.07,6.57,0.9,3.53,10.07,12.67,2.13,1.6,3.73,0.11,-0.3,0.57,0.27,0.9,17.97,0.35,0.21,0.07,0.05,0.02,0.65,0.55,0.67,0.37,0.4,0.37,0.38,0.78,1.0,0.09,33.67,0.34,0.37,0.0,0.0
kleizli01,24.67,70.0,7.67,22.58,8.13,18.57,0.44,2.67,7.9,0.34,5.43,10.7,0.52,4.13,5.4,0.77,2.33,6.9,9.23,2.17,1.07,0.37,2.63,5.0,23.07,108.0,108.0,0.84,0.12,0.98,2008.67,13.33,0.55,0.42,0.29,5.37,15.07,10.3,7.03,1.07,0.53,11.0,20.67,1.9,1.37,3.27,0.09,-0.2,-1.27,-1.47,0.23,14.37,0.58,0.29,0.12,0.05,0.11,0.42,0.52,0.65,0.41,0.3,0.33,0.34,0.72,0.96,0.07,38.33,0.38,0.33,2.33,0.0
knighbr01,29.0,63.67,47.0,27.35,6.2,15.0,0.42,0.1,0.4,0.21,6.17,14.6,0.42,4.17,5.13,0.8,0.7,4.33,5.0,13.13,3.7,0.1,3.7,4.97,16.63,104.0,105.0,3.54,0.87,0.79,2004.0,16.3,0.48,0.03,0.34,1.43,10.0,5.53,41.1,3.7,0.13,18.0,17.97,1.87,1.87,3.7,0.1,-0.47,1.43,0.97,1.4,12.87,0.97,0.21,0.11,0.17,0.48,0.03,0.42,0.52,0.37,0.35,0.42,0.21,0.35,0.33,0.0,0.0,0.16,0.33,0.0,0.0
knighbr03,23.0,62.33,60.0,33.87,9.7,23.1,0.42,2.87,8.17,0.35,6.77,14.93,0.46,4.87,5.8,0.84,0.87,4.77,5.67,7.6,1.77,0.37,4.47,3.07,27.1,102.33,109.67,1.71,0.33,0.9,2014.0,16.1,0.53,0.35,0.25,1.9,10.73,6.27,26.13,1.8,0.63,14.9,26.3,1.7,1.27,3.0,0.07,1.5,-1.33,0.17,1.13,14.6,0.65,0.26,0.11,0.07,0.21,0.35,0.46,0.59,0.35,0.35,0.38,0.35,0.28,0.64,0.01,9.67,0.14,0.4,0.33,0.0
knighna01,24.0,36.0,0.67,7.78,7.33,15.5,0.48,1.03,3.9,0.28,6.33,11.6,0.55,7.33,9.9,0.74,4.7,7.63,12.3,2.47,1.47,1.4,3.07,6.03,23.07,115.33,112.33,0.79,0.16,1.01,2021.0,15.7,0.59,0.25,0.65,10.63,17.3,14.0,7.33,1.47,2.63,13.63,20.37,0.37,0.3,0.7,0.12,-1.9,-0.57,-2.5,-0.03,8.2,0.75,0.48,0.24,0.02,0.0,0.25,0.55,0.67,0.37,0.0,0.0,0.28,0.68,1.0,0.18,13.67,0.37,0.34,0.0,0.0
knightr01,27.5,40.5,0.0,8.86,4.85,13.05,0.37,0.0,0.1,0.0,4.85,12.95,0.38,1.9,2.5,0.77,4.65,7.55,12.2,1.8,1.45,1.45,2.6,9.95,11.65,89.0,104.5,0.87,0.14,0.7,2001.5,6.8,0.41,0.01,0.19,10.1,16.75,13.4,5.2,1.45,2.0,15.25,14.6,-0.25,0.35,0.05,0.01,-5.65,-0.25,-5.9,-0.4,12.0,0.99,0.31,0.04,0.1,0.55,0.01,0.38,0.55,0.46,0.1,0.31,0.0,0.71,0.0,0.04,2.5,0.0,0.0,0.0,0.0
knoxke01,22.0,45.0,1.67,11.19,6.9,17.1,0.4,3.5,10.4,0.34,3.43,6.7,0.5,2.53,3.4,0.76,1.97,6.5,8.47,1.97,1.13,0.53,2.0,4.33,19.87,105.67,114.67,1.05,0.12,0.96,2021.0,10.37,0.54,0.61,0.19,4.37,14.63,9.43,5.87,1.13,1.03,9.73,18.2,0.1,0.43,0.5,0.05,-1.9,-1.07,-3.0,-0.13,17.8,0.39,0.19,0.1,0.05,0.06,0.61,0.5,0.68,0.43,0.23,0.31,0.34,0.73,1.0,0.06,10.33,0.38,0.42,0.33,0.0
konchjo01,25.0,62.33,10.0,17.36,5.03,10.47,0.48,1.83,5.0,0.38,3.2,5.43,0.58,1.33,1.8,0.72,2.7,8.17,10.9,3.7,2.2,0.77,1.27,3.4,13.27,125.0,109.0,2.97,0.36,1.06,2021.0,13.2,0.59,0.48,0.17,5.93,18.27,12.03,9.83,2.2,1.47,9.93,10.9,1.43,1.7,3.13,0.14,-0.63,1.7,1.07,0.87,14.0,0.52,0.32,0.13,0.05,0.02,0.48,0.58,0.73,0.35,0.34,0.46,0.38,0.71,0.96,0.06,11.0,0.48,0.38,0.33,0.0
korkmfu01,22.0,58.33,10.0,18.37,7.33,17.93,0.41,4.1,11.1,0.37,3.23,6.8,0.48,2.53,3.33,0.77,0.83,5.13,5.9,3.27,1.83,0.33,1.87,3.4,21.37,109.0,110.33,1.76,0.18,1.0,2019.0,12.1,0.55,0.62,0.18,1.9,11.4,6.73,9.7,1.83,0.63,8.83,18.93,0.8,1.2,1.97,0.09,-0.77,-0.33,-1.07,0.27,19.07,0.38,0.14,0.1,0.08,0.06,0.62,0.48,0.69,0.36,0.36,0.34,0.37,0.61,0.96,0.03,9.33,0.21,0.42,2.67,0.0
kornelu01,25.0,48.67,6.67,13.31,6.57,13.93,0.49,2.2,7.0,0.28,4.37,6.97,0.6,1.53,2.0,0.72,2.97,6.9,9.87,3.3,1.0,3.3,1.33,3.4,16.8,121.67,110.67,2.58,0.25,1.06,2020.0,14.93,0.58,0.45,0.15,6.63,15.47,11.03,9.7,1.0,5.97,8.57,14.37,0.97,0.8,1.8,0.13,0.07,1.2,1.3,0.57,13.67,0.55,0.37,0.12,0.05,0.01,0.45,0.6,0.7,0.48,0.19,0.43,0.28,0.69,1.0,0.18,27.33,0.28,0.33,0.33,0.0
korveky01,31.33,71.33,47.33,28.46,6.37,13.87,0.46,4.43,9.63,0.46,1.9,4.23,0.46,1.9,2.23,0.86,0.6,5.73,6.3,3.83,1.33,0.73,1.93,3.63,19.1,120.33,104.0,2.0,0.28,1.14,2012.33,14.1,0.65,0.7,0.16,1.3,12.23,6.87,11.23,1.33,1.17,11.57,14.73,4.03,2.33,6.4,0.15,1.53,0.77,2.27,2.27,21.8,0.3,0.04,0.01,0.05,0.2,0.7,0.46,0.62,0.35,0.4,0.45,0.46,0.92,0.96,0.0,1.33,0.29,0.48,0.0,0.0
koufoko01,24.33,66.67,39.33,19.51,7.9,13.53,0.58,0.0,0.0,0.0,7.9,13.53,0.58,1.63,3.03,0.53,5.8,10.67,16.47,1.7,1.47,2.23,1.8,6.1,17.4,119.67,104.33,0.95,0.12,1.04,2013.33,17.33,0.59,0.0,0.23,13.13,24.03,18.53,5.07,1.47,3.57,10.77,14.57,2.63,1.67,4.37,0.16,0.17,0.2,0.37,0.8,3.8,1.0,0.58,0.35,0.06,0.01,0.0,0.58,0.69,0.44,0.27,0.4,0.0,0.68,0.0,0.09,27.0,0.0,0.0,0.0,0.0
krstine01,23.67,60.67,60.67,28.8,9.5,18.57,0.51,0.0,0.1,0.15,9.5,18.47,0.51,3.87,5.43,0.71,3.7,7.43,11.1,2.1,0.73,1.4,2.6,5.7,22.9,107.33,105.33,0.81,0.11,0.97,2006.67,15.0,0.54,0.01,0.29,8.23,16.4,12.33,7.3,0.73,2.07,10.87,20.73,1.7,2.17,3.83,0.11,-1.2,-0.23,-1.43,0.13,9.47,0.99,0.34,0.19,0.13,0.34,0.01,0.51,0.62,0.47,0.42,0.48,0.15,0.78,0.67,0.05,29.0,0.2,0.11,0.67,0.0
kukocto01,35.0,63.0,2.0,22.88,6.73,15.9,0.42,2.23,6.53,0.34,4.47,9.37,0.47,3.8,5.27,0.72,1.9,6.57,8.43,7.27,2.13,0.73,3.57,3.8,19.4,105.67,106.67,2.06,0.47,0.88,2003.0,15.63,0.53,0.41,0.32,4.13,14.43,9.23,21.87,2.13,1.07,16.57,18.93,1.8,1.03,2.87,0.09,1.53,0.3,1.8,1.47,14.9,0.59,0.29,0.09,0.07,0.14,0.41,0.47,0.61,0.41,0.23,0.34,0.34,0.47,0.96,0.02,7.0,0.17,0.32,2.33,0.0
kuzmaky01,24.33,70.33,45.0,31.1,9.03,20.17,0.45,3.17,8.83,0.36,5.9,11.37,0.52,2.7,3.8,0.7,2.03,8.87,10.87,3.73,0.93,1.0,3.13,3.03,23.97,104.33,110.33,1.17,0.18,0.96,2019.33,14.03,0.55,0.44,0.19,4.6,19.8,12.27,11.73,0.93,1.73,12.5,22.33,0.63,2.4,3.03,0.07,0.03,-0.5,-0.43,0.87,14.97,0.56,0.22,0.19,0.08,0.07,0.44,0.52,0.69,0.44,0.35,0.37,0.36,0.52,0.9,0.04,25.67,0.23,0.35,1.0,0.0
kuzmimi01,27.0,68.0,5.0,14.94,7.8,18.2,0.43,2.7,8.3,0.32,5.1,9.9,0.52,2.7,3.3,0.81,2.3,3.9,6.2,3.4,1.4,0.5,2.5,3.9,20.9,107.0,114.0,1.36,0.19,0.94,2016.0,12.4,0.53,0.46,0.18,5.0,8.4,6.7,10.3,1.4,0.9,11.3,19.2,0.8,0.4,1.2,0.06,-0.6,-1.4,-1.9,0.0,13.2,0.55,0.37,0.14,0.01,0.02,0.46,0.52,0.6,0.37,0.2,0.29,0.32,0.62,0.91,0.08,28.0,0.22,0.4,0.0,0.0
labissk01,21.33,42.0,13.67,18.8,8.3,16.37,0.51,0.4,1.3,0.32,7.87,15.1,0.53,3.43,4.57,0.76,4.57,8.53,13.1,2.87,0.97,1.9,2.87,6.07,20.4,111.33,111.33,1.03,0.19,0.96,2017.33,15.5,0.56,0.08,0.27,10.17,19.27,14.7,8.9,0.97,3.43,13.7,18.9,0.7,0.63,1.37,0.09,-1.43,-0.67,-2.1,-0.03,9.03,0.92,0.31,0.29,0.19,0.13,0.08,0.53,0.68,0.41,0.5,0.47,0.32,0.63,1.0,0.15,34.33,0.06,0.33,0.33,0.0
laettch01,33.33,60.67,38.0,23.17,6.77,13.2,0.51,0.07,0.43,0.16,6.7,12.77,0.53,2.87,3.53,0.82,2.73,8.3,11.03,4.8,2.2,1.0,2.47,5.2,16.43,112.0,102.67,1.97,0.36,0.95,2002.33,15.37,0.56,0.03,0.27,5.97,17.9,11.93,14.43,2.2,1.4,14.3,14.9,2.07,1.87,3.97,0.13,0.0,1.53,1.47,1.27,12.03,0.97,0.28,0.07,0.17,0.44,0.03,0.53,0.7,0.36,0.56,0.45,0.16,0.73,1.0,0.01,3.0,0.14,0.0,0.67,0.0
lafrera01,26.33,75.67,66.33,27.42,8.53,17.43,0.49,1.87,4.9,0.39,6.67,12.53,0.53,2.33,3.17,0.73,3.8,8.17,12.0,1.97,1.1,3.27,1.7,6.87,21.27,115.67,103.67,1.17,0.11,1.04,2002.33,17.23,0.57,0.28,0.18,8.27,17.97,13.1,6.27,1.1,4.63,8.3,17.87,4.1,2.43,6.57,0.15,0.93,0.5,1.4,1.83,11.4,0.72,0.43,0.08,0.05,0.17,0.28,0.53,0.65,0.33,0.32,0.38,0.39,0.77,0.99,0.08,47.67,0.3,0.45,0.0,0.0
lamban01,24.0,43.0,3.5,18.28,5.5,12.95,0.43,2.75,8.0,0.35,2.8,4.95,0.57,1.95,2.4,0.81,2.65,5.6,8.25,3.2,0.9,0.7,2.15,4.6,15.8,112.0,116.5,1.5,0.25,0.98,2021.0,9.8,0.57,0.62,0.18,6.0,12.95,9.45,9.2,0.9,1.3,13.35,14.4,0.65,0.65,1.3,0.06,-2.5,-1.15,-3.6,-0.05,17.15,0.38,0.2,0.17,0.0,0.01,0.62,0.57,0.7,0.45,0.0,0.21,0.35,0.6,0.99,0.04,8.5,0.28,0.4,1.0,0.0
lambje01,25.0,54.33,11.33,19.77,8.33,19.17,0.44,2.83,7.67,0.37,5.5,11.47,0.48,4.23,4.73,0.9,1.1,7.03,8.2,3.8,1.77,0.9,1.93,3.97,23.8,113.67,108.67,2.01,0.2,1.03,2017.0,15.9,0.56,0.4,0.25,2.57,15.6,9.1,11.9,1.77,1.5,8.23,20.43,1.73,1.17,2.87,0.12,0.97,0.57,1.53,1.03,15.43,0.6,0.18,0.16,0.14,0.12,0.4,0.48,0.66,0.42,0.41,0.32,0.37,0.44,0.76,0.02,8.0,0.14,0.37,2.33,0.0
lamplse01,23.0,35.0,0.0,13.91,6.3,14.5,0.43,0.0,0.4,0.0,6.3,14.0,0.45,6.4,9.2,0.7,2.9,6.4,9.3,3.5,0.8,0.3,2.8,4.8,19.0,103.0,105.0,1.25,0.24,0.89,2002.0,12.4,0.51,0.03,0.64,6.0,13.9,9.8,11.3,0.8,0.5,13.2,18.4,0.4,0.4,0.9,0.08,-1.5,-0.8,-2.3,0.0,6.7,0.97,0.43,0.28,0.13,0.12,0.03,0.45,0.61,0.28,0.53,0.19,0.0,0.43,0.0,0.12,15.0,0.25,0.0,0.0,0.0
landajo01,26.5,61.5,2.5,12.55,8.55,16.7,0.51,1.7,5.7,0.29,6.85,11.0,0.62,3.35,4.25,0.79,5.5,7.05,12.6,3.55,0.8,1.3,2.7,5.3,22.2,119.0,113.5,1.33,0.21,1.04,2021.5,16.2,0.6,0.34,0.26,12.15,16.05,14.05,10.35,0.8,2.35,12.8,18.7,1.25,0.8,2.1,0.13,0.0,-0.75,-0.75,0.2,11.55,0.66,0.37,0.22,0.04,0.02,0.34,0.62,0.72,0.51,0.27,0.62,0.29,0.74,1.0,0.13,32.5,0.13,0.37,1.0,0.0
