PLAYER,YEAR,POS,HEIGHT,WEIGHT,STANDING REACH,WINGSPAN,STANDING VERTICAL,VERTICAL LEAP,LANE AGILITY,THREE QUARTER SPRINT
Kevin Durant,2007,SF/PF,81.0,215.0,110.0,88.75,26.0,33.5,12.33,3.45
Rashaun Freeman,2007,PF,78.0,244.0,104.0,83.5,28.0,32.0,11.43,3.41
Aaron Gray,2007,C,84.0,271.0,108.5,87.25,27.0,32.5,12.07,3.7
Caleb Green,2007,PF,78.0,238.0,103.0,83.75,28.5,36.0,11.72,3.46
Jeff Green,2007,SF,79.0,228.0,103.0,85.25,33.5,38.0,12.0,3.34
Taurean Green,2007,PG,71.0,173.0,96.0,74.25,29.0,32.5,11.3,3.26
Spencer Hawes,2007,PF,82.0,244.0,110.0,84.5,26.0,29.0,11.88,3.51
Brandon Heath,2007,PG,74.0,181.0,94.0,79.0,32.0,36.0,11.39,3.28
Herbert Hill,2007,C,79.0,232.0,108.5,86.25,30.5,34.0,12.31,3.39
Al Horford,2007,PF,80.0,246.0,107.0,84.75,31.0,35.5,12.15,3.37
Quinton Hosley,2007,SG/SF,77.0,215.0,105.0,83.25,28.5,34.0,12.47,3.32
James Hughes,2007,C,81.0,209.0,111.0,87.0,31.0,33.0,13.31,3.37
Jeremy Hunt,2007,SG,74.0,198.0,101.5,80.25,30.5,33.0,12.11,3.29
Ekene Ibekwe,2007,PF,80.0,208.0,104.0,90.0,34.5,39.0,11.0,3.28
Dominic James,2007,PG,70.0,175.0,93.0,74.0,33.5,38.5,10.94,3.11
Trey Johnson,2007,SG,75.0,216.0,98.0,77.0,26.5,35.0,11.78,3.31
Rashad Jones-Jennings,2007,PF,78.0,235.0,105.5,84.0,25.0,30.0,12.18,3.29
Jared Jordan,2007,PG,72.0,183.0,94.0,72.0,24.5,28.5,11.02,3.39
Coby Karl,2007,PG/SG,75.0,204.0,99.5,83.0,32.0,34.5,11.57,3.41
Antanas Kavaliauskas,2007,PF,81.0,237.0,106.5,82.5,25.5,30.0,11.19,3.42
Carl Landry,2007,PF,79.0,248.0,102.5,83.0,31.5,36.5,11.35,3.29
Stephane Lasme,2007,PF,77.0,213.0,107.0,86.0,29.5,36.0,11.73,3.22
Acie Law,2007,PG,74.0,186.0,98.0,78.5,29.0,34.0,11.0,3.22
Marko Lekic,2007,C,81.0,267.0,108.5,85.0,24.0,30.5,11.96,3.43
Ron Lewis,2007,SG,74.0,194.0,99.0,78.5,33.0,38.0,11.59,3.22
Cartier Martin,2007,SF,76.0,218.0,103.5,82.0,27.0,29.5,12.1,3.43
Dominic McGuire,2007,SF,79.0,220.0,104.0,82.5,28.5,34.5,10.95,3.25
Josh McRoberts,2007,PF,80.0,240.0,106.5,85.0,27.5,31.5,11.7,3.47
Sammy Mejia,2007,SG,77.0,218.0,105.0,83.0,27.0,31.5,11.87,3.49
Brad Newley,2007,SG,77.0,201.0,102.5,80.0,29.5,31.5,11.77,3.29
Demetris Nichols,2007,SF,78.0,211.0,105.0,84.25,28.5,32.5,10.39,3.38
Joakim Noah,2007,PF,82.0,223.0,106.5,85.25,32.5,37.5,11.79,3.47
Greg Oden,2007,C,83.0,257.0,112.0,88.25,32.0,34.0,11.67,3.27
Ivan Radenovic,2007,PF,81.0,226.0,106.0,83.75,23.0,28.0,11.61,3.6
JR Reynolds,2007,PG,72.0,188.0,95.0,75.25,27.5,34.5,11.69,3.24
Chris Richard,2007,PF,79.0,252.0,110.5,88.5,26.5,30.5,11.39,3.29
Dustin Salisbery,2007,SG,75.0,208.0,100.5,80.0,34.0,38.0,11.07,3.12
Blake Schilb,2007,SG,77.0,214.0,102.5,81.0,26.5,33.5,11.63,3.36
Renaldas Seibutis,2007,SG,76.0,185.0,101.0,80.75,24.0,32.5,11.33,3.39
Ramon Sessions,2007,PG,74.0,185.0,97.5,76.25,29.5,33.5,11.65,3.27
Mustafa Shakur,2007,PG,75.0,185.0,99.0,77.5,28.5,35.0,11.82,3.27
Jason Smith,2007,PF,82.75,233.0,106.0,82.75,33.5,37.5,10.96,3.29
DJ Strawberry,2007,SG,75.75,199.0,101.0,78.5,28.5,35.0,10.87,3.14
Rodney Stuckey,2007,PG/SG,75.75,207.0,100.5,79.25,30.5,35.0,11.34,3.11
Curtis Sumpter,2007,SF,78.0,227.0,104.0,81.5,27.5,32.5,11.3,3.22
Yue Sun,2007,SF,79.75,212.0,105.0,81.0,29.0,34.0,10.68,3.45
Jamaal Tatum,2007,PG,71.5,168.0,93.5,74.5,28.5,33.0,11.51,3.22
Reyshawn Terry,2007,SF,78.75,222.0,103.5,82.0,31.0,37.5,11.76,3.26
Al Thornton,2007,SF,77.75,221.0,104.0,85.0,35.0,41.0,11.96,3.16
Anthony Tolliver,2007,PF,79.0,242.0,107.5,86.5,28.5,30.0,11.49,3.29
Ali Traore,2007,PF/C,80.75,249.0,108.5,88.0,25.0,29.0,12.16,3.52
Kyle Visser,2007,C,82.0,242.0,108.0,83.0,26.0,29.0,12.6,3.39
Darryl Watkins,2007,C,80.75,241.0,110.0,87.0,26.5,31.0,11.65,3.56
Major Wingate,2007,C,80.5,242.0,109.0,88.0,27.5,30.5,12.14,3.47
DaShaun Wood,2007,PG,70.75,167.0,92.0,72.75,31.5,34.5,11.4,3.23
Brandan Wright,2007,PF,80.75,200.0,108.5,87.75,30.5,35.5,11.76,3.31
Julian Wright,2007,SF/PF,78.5,211.0,108.0,86.25,28.5,33.5,11.48,3.36
Avis Wyatt,2007,PF,80.75,212.0,107.0,85.0,27.5,32.0,11.46,3.23
Nick Young,2007,SG/SF,77.0,206.0,100.5,84.0,39.5,40.5,11.0,3.25
Thaddeus Young,2007,SF,77.75,210.0,106.0,83.5,34.5,37.0,11.06,3.19
Kenny Adeleke,2006,PF/C,78.5,250.0,104.0,82.25,28.5,30.5,11.57,3.47
Maurice Ager,2006,PG/SG,75.25,203.0,101.5,79.75,29.5,35.0,11.73,3.22
LaMarcus Aldridge,2006,PF/C,82.0,234.0,110.0,88.75,26.5,34.0,12.02,3.43
Morris Almond,2006,SG/SF,76.75,214.0,102.5,82.0,31.0,35.5,11.45,3.19
Lou Amundson,2006,PF,79.2,221.0,103.5,83.5,32.0,35.5,10.58,3.2
Rashad Anderson,2006,SG,75.25,224.0,100.0,79.0,27.5,32.5,11.77,3.48
Hilton Armstrong,2006,PF/C,81.5,240.0,109.0,88.0,28.5,31.5,12.28,3.53
James Augustine,2006,PF,80.25,227.0,104.0,84.25,30.0,32.5,10.54,3.25
Renaldo Balkman,2006,SF/PF,77.25,206.0,104.5,85.0,30.5,35.0,11.58,3.22
J.P. Batista,2006,PF,79.5,265.0,103.5,82.0,26.0,30.5,11.62,3.38
Will Blalock,2006,PG,71.25,194.0,96.5,78.0,35.0,40.0,11.08,3.18
Brandon Bowman,2006,SF,78.75,209.0,103.0,83.5,31.0,34.0,11.41,3.31
Ronnie Brewer,2006,PG/SG,77.75,223.0,103.5,83.25,35.0,41.0,11.32,3.14
Denham Brown,2006,SG/SF,76.0,218.0,102.5,81.5,28.0,34.5,11.42,3.25
Brad Buckman,2006,PF,79.25,238.0,107.5,84.0,25.5,30.5,12.26,3.54
Nik Caner-Medley,2006,SF,78.5,234.0,103.0,81.0,28.5,35.5,10.57,3.21
Rodney Carney,2006,SG/SF,76.5,204.0,103.5,82.0,32.0,38.5,10.57,3.06
Keydren Clark,2006,PG,69.0,184.0,92.5,74.5,31.0,34.0,11.03,3.11
Mardy Collins,2006,PG/SG,76.25,224.0,103.0,82.0,31.5,37.5,12.0,3.27
Taquan Dean,2006,PG/SG,74.0,183.0,98.0,78.75,30.5,34.5,10.53,3.2
Terence Dials,2006,PF/C,79.75,253.0,106.0,84.0,26.5,30.0,11.54,3.5
Sean Dockery,2006,PG/SG,72.75,182.0,95.5,76.5,29.0,33.0,10.88,3.34
Jordan Farmar,2006,PG,72.75,171.0,94.5,75.0,33.5,42.0,11.07,3.17
Randy Foye,2006,PG/SG,74.25,212.0,97.0,78.25,32.0,38.0,10.53,3.23
Torin Francis,2006,PF/C,81.0,247.0,105.5,85.0,26.5,32.0,11.97,3.51
Rudy Gay,2006,SF/PF,79.0,222.0,107.5,87.0,33.0,40.5,11.03,3.32
Nick George,2006,SG/SF,76.0,201.0,103.0,82.0,30.5,38.0,11.69,3.25
Taj Gray,2006,SF/PF,79.25,231.0,107.0,84.75,28.5,33.0,11.02,3.45
Dan Grunfeld,2006,SG/SF,76.75,216.0,99.0,78.25,28.0,33.5,11.3,3.46
Matt Haryasz,2006,PF/C,81.75,219.0,107.5,84.25,27.5,31.5,11.34,3.46
Eric Hicks,2006,PF,76.75,238.0,105.5,85.5,30.0,34.0,12.06,3.34
Tedric Hill,2006,SF/PF,79.75,236.0,107.0,85.0,30.0,36.5,12.23,3.24
Daniel Horton,2006,PG/SG,72.5,198.0,96.5,79.0,30.0,36.5,10.35,3.16
Bobby Jones,2006,SG/SF,77.75,211.0,101.5,81.5,28.5,34.5,11.23,3.28
Solomon Jones,2006,PF/C,80.5,224.0,109.0,88.75,32.0,39.0,11.27,3.3
Viktor Keyru,2006,PG/SG,77.25,202.0,104.0,81.25,29.0,34.5,11.4,3.24
Marco Killingsworth,2006,PF,77.5,266.0,104.0,87.0,28.0,32.0,11.42,3.34
Tarence Kinsey,2006,SG/SF,76.75,179.0,100.5,78.75,29.0,35.5,10.67,3.3
Carl Krauser,2006,PG,71.75,190.0,97.0,78.25,26.0,31.0,11.62,3.38
Chris McCray,2006,SG,75.0,187.0,96.5,77.75,30.5,39.0,11.46,3.34
Gerry McNamara,2006,PG/SG,71.75,177.0,92.5,72.75,27.0,32.0,11.28,3.4
Pops Mensah-Bonsu,2006,PF/C,79.5,232.0,105.5,84.0,31.5,36.0,11.47,3.29
Paul Miller,2006,PF/C,80.5,251.0,101.5,84.0,29.0,35.5,12.25,3.66
Paul Millsap,2006,PF,78.25,258.0,105.5,85.5,28.5,32.5,11.67,3.3
Dwayne Mitchell,2006,SG/SF,74.0,208.0,98.5,78.5,37.5,41.5,11.45,3.16
Adam Morrison,2006,SF,78.5,198.0,105.0,82.0,25.5,30.5,11.46,3.37
Yemi Nicholson,2006,PF/C,79.75,258.0,107.0,88.25,26.5,26.0,12.57,3.65
David Noel,2006,SG/SF,76.5,223.0,100.0,81.5,34.5,38.5,10.54,3.07
Steve Novak,2006,SF,80.0,216.0,103.0,81.5,24.5,31.0,11.11,3.37
Patrick O'Bryant,2006,C,83.0,249.0,113.0,89.75,26.5,30.0,12.68,3.63
Danilo Pinnock,2006,PG/SG,74.75,204.0,100.5,79.5,29.5,35.5,11.91,3.08
Chris Quinn,2006,PG/SG,72.5,175.0,94.0,77.0,32.0,37.0,11.25,3.25
Allan Ray,2006,SG,73.0,204.0,99.5,80.5,28.5,35.5,11.01,3.2
JJ Redick,2006,SG,76.0,190.0,97.5,75.25,27.5,33.0,10.94,3.29
Antywane Robinson,2006,SF/PF,78.25,217.0,105.5,86.5,29.0,32.5,11.73,3.4
Brandon Roy,2006,SG/SF,77.25,207.0,101.0,80.0,34.0,40.5,11.13,3.27
Mouhamed Sene,2006,C,83.0,237.0,113.0,92.5,28.5,31.0,12.52,3.38
Cedric Simmons,2006,PF/C,80.25,223.0,108.5,88.25,30.5,35.0,11.05,3.31
Marcus Slaughter,2006,SF/PF,79.0,220.0,104.5,83.5,30.0,34.0,11.56,3.4
Craig Smith,2006,PF,77.5,259.0,103.5,81.5,30.0,29.5,11.59,3.4
Steven Smith,2006,SF/PF,79.5,238.0,104.0,84.5,29.5,34.5,12.08,3.4
Michael Southhall,2006,C,81.5,241.0,107.5,88.25,31.5,37.0,12.29,3.51
Frans Steyn,2006,C,85.25,280.0,109.0,86.25,28.5,29.5,11.67,3.38
Curtis Stinson,2006,SG,73.75,208.0,97.5,77.0,28.0,31.5,10.95,3.27
Tyrus Thomas,2006,SF/PF,79.25,217.0,108.0,87.0,34.0,39.5,11.36,3.2
Joah Tucker,2006,SG/SF,75.75,224.0,99.5,78.5,29.0,34.0,11.58,3.31
Ian Vouyoukas,2006,PF/C,80.5,267.0,108.5,84.75,23.0,28.0,13.7,3.72
Darius Washington,2006,PG,71.5,195.0,96.0,76.0,29.0,37.5,10.71,3.26
CJ Watson,2006,PG,72.5,171.0,96.0,78.0,31.5,34.0,11.61,3.15
Eric Williams,2006,PF/C,79.25,285.0,106.5,88.25,28.5,29.0,11.71,3.56
Justin Williams,2006,PF/C,79.25,211.0,109.0,85.5,26.5,31.5,11.9,3.31
Marcus Williams,2006,PG,74.0,215.0,97.5,79.0,24.5,28.0,11.3,3.4
Shawne Williams,2006,SF/PF,79.25,227.0,104.0,87.0,32.0,31.0,10.69,3.3
Shelden Williams,2006,PF/C,79.5,258.0,104.0,88.25,29.0,33.5,11.53,3.59
Curtis Withers,2006,SF/PF,78.0,227.0,101.0,82.0,35.0,36.5,11.54,3.1
Alex Acker,2005,SG,75.75,183.0,102.5,84.0,28.0,32.0,11.67,3.35
Deji Akindele,2005,PF/C,81.5,236.4,108.5,87.0,30.5,32.5,12.58,3.35
Nemanja Aleksandrov,2005,SF/PF,82.0,220.6,110.0,83.0,28.5,33.3,11.6,3.3
Alan Anderson,2005,SG/SF,76.5,223.2,104.0,81.5,26.5,30.5,10.32,3.27
Martynas Andriuskevicius,2005,PF/C,85.25,227.8,112.5,83.25,24.0,27.5,11.94,3.42
Sean Banks,2005,SF,77.75,206.4,108.0,85.0,25.0,31.5,11.74,3.35
Eddie Basden,2005,SG/SF,76.25,210.0,101.0,82.25,33.0,36.5,10.52,3.21
Mike Bell,2005,SF/PF,80.75,206.2,104.5,85.5,33.5,39.5,11.73,3.29
Andrew Bogut,2005,PF/C,83.0,250.6,110.5,87.0,27.5,33.5,12.06,3.51
Dee Brown,2005,PG/SG,71.0,179.0,94.0,74.0,30.8,37.3,10.9,3.2
Will Bynum,2005,PG/SG,70.5,188.8,93.0,75.5,33.0,40.5,11.12,3.0
Marcus Campbell,2005,C,82.25,280.4,114.0,90.0,27.2,31.0,12.1,3.4
Will Conroy,2005,PG,73.0,188.6,96.5,75.0,30.5,36.5,10.51,3.28
Taylor Coppenrath,2005,SF/PF,79.75,252.4,106.5,83.5,24.5,27.0,11.51,3.44
Travis Diener,2005,PG/SG,71.75,165.2,93.5,71.75,24.5,31.0,10.85,3.26
Ike Diogu,2005,PF,78.5,255.4,109.0,87.5,28.0,31.0,11.94,3.45
Daryl Dorsey,2005,PG,71.25,160.8,94.0,71.5,25.0,30.5,11.41,3.24
Monta Ellis,2005,PG/SG,74.25,176.6,98.0,74.75,26.5,31.5,12.13,3.31
Raymond Felton,2005,PG,71.5,199.4,98.0,76.25,29.0,33.5,10.5,3.06
Rudy Fernandez,2005,SG,76.75,172.0,101.5,79.5,26.5,35.5,10.48,3.33
D'Or Fischer,2005,PF/C,81.25,242.4,110.5,90.0,28.0,30.5,12.53,3.5
Eddy Fobbs,2005,PF/C,82.25,235.2,111.5,90.75,29.5,34.0,11.53,3.28
Sharrod Ford,2005,PF,79.25,212.8,106.0,85.5,28.5,37.0,11.92,3.2
Channing Frye,2005,PF/C,81.5,243.6,110.5,86.5,27.5,31.0,11.6,3.38
Deng Gai,2005,PF/C,79.75,214.0,110.5,88.5,31.5,35.5,12.51,3.27
Francisco Garcia,2005,SG/SF,77.75,189.6,103.0,82.75,27.5,31.5,10.63,3.33
John Gilchrist,2005,PG,73.25,195.2,96.5,81.25,30.5,36.5,11.48,3.15
Marcin Gortat,2005,PF/C,83.0,225.2,110.0,87.5,29.5,36.0,11.48,3.33
Joey Graham,2005,SF,77.25,216.6,104.0,80.0,30.0,36.0,10.62,3.05
Danny Granger,2005,SF,79.5,225.4,103.0,85.5,31.0,34.0,10.84,3.34
Gerald Green,2005,SF,78.0,192.0,104.0,81.75,31.5,39.0,11.2,3.21
Charles Hayes,2005,SF/PF,77.5,232.4,104.5,82.0,30.0,33.0,10.7,3.34
Luther Head,2005,PG/SG,74.0,178.8,98.5,77.25,31.5,38.5,11.12,3.21
Julius Hodge,2005,SG/SF,78.0,202.2,107.5,84.5,24.5,29.0,10.89,3.18
Jared Homan,2005,PF/C,79.75,248.2,104.5,85.25,28.2,32.7,11.7,3.3
Ersan Ilyasova,2005,SF,79.75,208.8,109.5,85.25,22.0,30.0,11.59,3.56
Jarrett Jack,2005,PG,74.5,197.6,100.0,79.5,26.0,28.5,10.87,3.24
Dwayne Jones,2005,PF/C,80.5,242.2,108.5,86.75,28.0,31.5,11.87,3.25
Mindaugas Katelynas,2005,SF/PF,79.5,217.0,105.5,83.0,31.5,35.0,11.6,3.38
Jason Klotz,2005,PF/C,80.5,249.4,107.5,82.0,21.5,27.0,13.13,3.68
Keith Langford,2005,SG/SF,74.25,203.2,101.0,81.0,32.0,29.5,11.38,3.23
David Lee,2005,PF,79.75,229.5,106.5,84.0,30.5,32.5,10.8,3.19
John Lucas III,2005,PG,69.25,154.4,92.0,72.0,29.0,34.0,10.44,3.14
David Lucas,2005,PF,78.5,233.4,103.5,84.0,28.7,33.6,11.6,3.3
Rawle Marshall,2005,SG/SF,76.5,186.6,104.0,85.0,30.5,37.0,11.64,3.21
Jason Maxiell,2005,PF,77.0,257.6,107.0,87.25,28.4,33.0,11.7,3.3
Sean May,2005,PF,79.0,258.8,105.0,85.25,30.0,33.0,11.04,3.29
Rashad McCants,2005,SG,74.75,201.0,103.5,82.75,32.5,34.5,10.39,3.11
Ivan McFarlin,2005,PF,77.5,228.6,105.5,81.0,26.5,32.0,10.64,3.27
Juan Mendez,2005,SF/PF,77.25,231.4,106.5,84.0,29.0,33.0,11.7,3.24
Aaron Miles,2005,PG,72.0,174.6,94.0,75.5,32.0,37.5,10.69,3.22
Ellis Myles,2005,PF,78.0,255.2,105.5,81.75,26.0,28.5,12.8,3.42
Larry O'Bannon,2005,SG,75.0,196.0,99.5,78.0,31.5,36.5,11.44,3.18
Drago Pasalic,2005,SF/PF,81.5,238.8,108.5,83.75,25.0,30.5,12.12,3.48
Chris Paul,2005,PG,71.75,178.0,93.0,76.25,32.0,38.0,11.09,3.22
Kevin Pittsnogle,2005,PF,81.25,259.2,106.0,82.5,27.8,32.0,11.9,3.4
Carlos Powell,2005,SF/PF,77.25,221.8,105.0,82.75,27.5,34.5,11.54,3.21
Roger Powell,2005,SF,76.75,218.6,104.0,83.5,29.3,34.5,11.4,3.3
Ronnie Price,2005,PG,72.75,184.8,96.5,77.5,31.5,39.0,10.49,3.29
Anthony Roberson,2005,PG,72.75,178.8,95.0,74.75,31.5,37.0,11.17,3.19
Brandon Rush,2005,SG/SF,77.0,211.4,104.5,83.25,32.5,35.0,11.33,3.31
Luke Schenscher,2005,C,83.75,241.6,111.5,89.0,23.5,26.5,12.4,3.47
Wayne Simien,2005,PF,79.25,255.8,107.0,84.0,27.0,27.5,11.05,3.35
Tre Simmons,2005,SG/SF,76.0,194.2,102.5,79.5,27.0,31.5,10.8,3.18
David Simon,2005,PF/C,80.0,258.8,108.0,87.5,28.0,33.0,11.98,3.44
Chris Taft,2005,PF,80.5,261.0,109.0,85.75,28.5,33.0,11.26,3.27
Chris Thomas,2005,PG,71.75,176.2,95.0,75.0,28.5,34.0,10.84,3.33
Omar Thomas,2005,SG/SF,75.25,200.0,102.0,80.0,25.0,29.5,11.11,3.27
Dijon Thompson,2005,SG/SF,78.25,195.8,105.5,81.75,29.5,35.1,11.3,3.3
Ronny Turiaf,2005,PF,80.0,237.8,106.5,85.5,30.5,33.0,11.5,3.23
Charlie Villanueva,2005,SF/PF,81.0,236.6,109.0,84.25,26.0,31.0,10.86,3.3
Hakim Warrick,2005,SF/PF,79.25,215.0,108.0,86.0,33.0,38.0,11.5,3.22
Martell Webster,2005,SF,78.0,229.6,106.0,83.0,28.0,30.5,11.39,3.39
Robert Whaley,2005,PF/C,80.0,269.4,108.0,86.0,28.5,33.5,12.11,3.25
Deron Williams,2005,PG,73.75,202.4,98.0,78.25,30.0,35.0,10.83,3.25
Jawad Williams,2005,SF,79.0,218.0,106.5,85.25,28.0,34.0,11.39,3.23
Marvin Williams,2005,SF/PF,79.0,228.2,108.0,87.5,29.5,35.0,11.11,3.17
Antoine Wright,2005,SG/SF,77.25,202.6,104.5,80.75,26.5,29.5,11.45,3.41
Bracey Wright,2005,PG/SG,73.25,186.8,100.5,82.0,30.0,36.0,11.58,3.27
Tony Allen,2004,SG,75.5,214.0,102.0,81.0,31.5,36.5,10.7,3.19
Trevor Ariza,2004,SG/SF,79.0,201.0,107.5,86.0,29.5,32.0,11.63,3.29
Andre Barrett,2004,PG,68.75,171.0,92.0,73.0,29.0,34.5,10.63,3.08
Brandon Bass,2004,PF,78.25,246.0,106.5,86.5,31.5,33.0,11.61,3.24
Tony Bobbitt,2004,SG,74.75,185.0,100.0,79.0,30.2,36.2,11.1,3.2
Brian Boddicker,2004,SF/PF,79.5,230.0,105.5,82.0,28.0,30.0,10.93,3.25
Tim Bowers,2004,PG/SG,72.5,181.0,98.0,81.0,37.0,43.5,11.24,3.21
Andre Brown,2004,PF/C,80.0,236.0,107.0,83.0,32.0,35.5,11.7,3.22
Antonio Burks,2004,PG,72.0,191.0,96.5,78.5,30.5,36.6,11.0,3.2
Jackie Butler,2004,C,80.0,263.0,109.0,85.5,23.0,25.0,13.32,3.4
Aleksandar Capin,2004,PG,72.0,176.0,94.0,73.5,23.0,29.0,11.5,3.27
Ales Chan,2004,C,84.0,255.0,113.0,87.0,21.0,29.0,12.9,3.62
Josh Childress,2004,SG/SF,77.75,196.0,105.0,83.0,29.0,36.0,11.95,3.38
TJ Cummings,2004,SF,79.5,215.0,106.5,81.5,27.0,31.0,11.58,3.12
Erik Daniels,2004,SF/PF,78.25,223.0,106.0,83.0,31.0,32.0,11.38,3.19
Luol Deng,2004,SF,79.0,220.0,108.5,84.5,27.5,31.5,11.46,3.34
Marcus Douthit,2004,PF/C,81.5,223.0,111.5,88.0,25.5,31.5,11.64,3.34
Chris Duhon,2004,PG,72.0,193.0,98.0,78.5,31.5,35.0,10.45,3.14
John Edwards,2004,C,83.25,264.0,113.0,88.5,27.5,31.4,12.0,3.4
Andre Emmett,2004,SG/SF,75.5,216.0,100.0,81.0,29.5,34.9,11.3,3.3
Desmon Farmer,2004,SG,76.5,214.0,103.0,80.5,24.0,31.0,10.89,3.2
Luis Flores,2004,PG/SG,72.5,202.0,98.5,79.5,29.0,32.0,10.97,3.1
Matt Freije,2004,SF/PF,80.25,234.0,108.5,85.0,29.5,31.0,11.15,3.25
Chris Garnett,2004,PF/C,80.25,260.0,108.0,85.0,27.0,31.5,11.75,3.36
Ryan Gomes,2004,SF/PF,78.5,248.0,106.5,86.0,26.5,30.5,12.49,3.24
Ben Gordon,2004,PG/SG,73.0,192.0,99.0,80.5,31.5,37.5,11.28,3.19
Devin Harris,2004,PG,73.75,170.0,98.5,79.5,30.5,37.0,11.03,3.19
Dwight Howard,2004,PF/C,81.0,240.0,111.5,88.5,30.5,35.5,11.21,3.14
Rolando Howell,2004,PF,79.5,229.0,107.0,84.5,28.5,34.5,11.91,3.28
Kris Humphries,2004,PF,80.25,238.0,106.5,84.5,29.5,36.0,11.33,3.2
Andre Iguodala,2004,SG/SF,77.75,217.0,105.5,83.0,30.5,34.5,11.17,3.18
Martin Iti,2004,PF/C,80.5,233.0,111.5,89.0,26.5,32.5,12.28,3.41
Luke Jackson,2004,SG/SF,78.0,212.0,103.0,80.5,26.5,36.0,11.1,3.24
Al Jefferson,2004,SF/PF,80.5,263.0,110.0,86.5,28.5,30.0,13.08,3.29
Arthur Johnson,2004,PF/C,79.0,262.0,109.0,87.0,26.5,28.5,11.81,3.38
Ivan Koljevic,2004,PG,73.0,172.0,95.0,74.5,26.0,28.5,11.07,3.28
Herve Lamizana,2004,SF/PF,79.5,210.0,107.0,85.5,29.1,34.3,11.5,3.3
Sergei Lishouk,2004,SF/PF,82.25,244.0,109.5,84.0,28.0,32.4,11.8,3.4
Shaun Livingston,2004,PG/SG,78.25,186.0,105.5,83.0,26.5,30.0,10.72,3.23
Jaime Lloreda,2004,PF,78.75,247.0,107.0,81.5,25.5,29.5,12.93,3.23
Bryant Matthews,2004,SG/SF,77.75,206.0,105.5,84.5,29.0,34.5,11.08,3.13
Marcus Melvin,2004,SF/PF,78.75,241.0,105.5,84.0,25.0,30.5,11.81,3.33
Rich Melzer,2004,SF/PF,79.5,229.0,107.0,86.0,24.5,28.5,11.74,3.39
Ricky Minard,2004,PG/SG,75.25,198.0,101.5,79.0,27.5,33.0,10.94,3.1
James Moore,2004,SF/PF,78.5,198.0,107.0,84.5,28.5,32.5,11.01,3.21
Marcus Moore,2004,PG/SG,76.0,202.0,101.5,81.0,25.0,30.0,11.31,3.34
Michel Morandais,2004,SG/SF,75.75,205.0,102.0,83.5,30.5,33.5,11.45,3.22
Jameer Nelson,2004,PG,71.0,199.0,95.0,74.5,28.5,33.5,10.95,3.14
Misan Nikagbatse,2004,PG/SG,75.5,223.0,102.0,82.0,27.5,32.5,11.27,3.32
Emeka Okafor,2004,PF/C,80.75,257.0,110.5,88.0,31.5,34.0,12.32,3.15
Randall Orr,2004,SF/PF,81.0,193.0,107.5,82.5,26.5,33.0,11.18,3.27
Dylan Page,2004,SF,79.5,239.0,105.0,79.0,26.0,30.0,10.99,3.4
Rickey Paulding,2004,SG,74.75,210.0,101.5,81.5,30.0,36.0,11.14,3.17
Kelvin Pena,2004,PG/SG,74.25,182.0,99.5,78.5,27.5,32.5,11.5,3.24
Tim Pickett,2004,PG/SG,75.0,207.0,100.5,79.5,29.7,35.3,11.3,3.2
Omar Quintero,2004,PG,69.75,170.0,92.5,71.5,25.0,29.0,11.37,3.25
Peter Ramos,2004,C,85.75,266.0,111.5,89.5,24.0,26.5,12.61,3.6
Jared Reiner,2004,PF/C,82.0,246.0,109.0,84.5,22.0,26.0,12.65,3.56
Lawrence Roberts,2004,PF,79.5,233.0,106.5,81.5,27.5,33.0,12.52,3.3
Bernard Robinson,2004,SG/SF,77.25,208.0,102.0,82.0,28.5,34.5,10.91,3.17
Nate Robinson,2004,PG,67.75,181.0,91.5,73.0,35.5,43.5,10.75,2.96
Aerick Sanders,2004,PF,78.5,205.0,106.0,83.5,24.5,30.5,11.98,3.37
Romain Sato,2004,SG,74.0,204.0,102.5,83.0,31.5,35.5,11.27,3.18
Blagota Sekulic,2004,SF/PF,81.25,234.0,107.0,83.0,23.5,31.5,10.93,3.39
J.R. Smith,2004,SG/SF,77.5,227.0,104.0,82.0,29.0,35.5,10.93,3.21
Josh Smith,2004,SG/SF,79.0,221.0,106.5,84.0,32.5,39.5,11.43,3.24
Kirk Snyder,2004,SG/SF,78.0,228.0,104.0,81.0,30.0,35.0,10.79,3.13
Pape Sow,2004,PF/C,80.5,233.0,108.5,86.0,28.0,31.5,12.13,3.27
Tiago Splitter,2004,PF/C,82.25,233.0,109.5,86.0,26.0,31.5,11.65,3.38
Tom Timmerrmans,2004,PF/C,82.5,272.0,107.5,83.0,23.0,26.5,13.13,3.63
Marko Tomas,2004,PG/SG,78.5,198.0,103.5,79.0,32.0,31.5,11.8,3.23
Beno Udrih,2004,PG,74.5,199.0,98.0,76.5,30.0,35.7,11.2,3.2
Jackson Vroman,2004,PF/C,81.25,226.0,105.5,84.0,29.5,33.5,10.75,3.25
Delonte West,2004,PG/SG,73.5,183.0,99.5,78.0,30.0,35.0,11.2,3.15
Damien Wilkins,2004,SG/SF,76.5,222.0,106.0,84.0,26.5,31.0,11.92,3.15
Mike Williams,2004,SF,77.5,197.0,105.5,83.5,23.5,27.5,11.59,3.42
Nate Williams,2004,SF/PF,80.5,240.0,109.5,85.5,23.5,26.0,12.6,3.35
Rashad Wright,2004,PG,72.5,190.0,98.5,82.0,28.5,32.5,11.15,3.28
